Protein.Group,Protein.Names,Genes,First.Protein.Description,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_1.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_2.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_3.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_4.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_5.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_6.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_7.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_8.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_9.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_10.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_11.raw,D:\20240821_Eclipse_TS25_GrekaLab_MRK\20240821_Eclipse_TS25_GrekaLab_MRK_Sample_12.raw
P09104,ENOG_HUMAN,ENO2,Gamma-enolase,1964250,1413390,1836100,1718190,1334830,1580440,2264760,1975760,1229880,1630880,1671410,1591480
P09110,THIK_HUMAN,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",151223,213368,202240,104518,187101,162842,99777.4,,157554,101877,97181.2,
P09234,RU1C_HUMAN,SNRPC,U1 small nuclear ribonucleoprotein C,1843880,1755000,1478780,1521480,2020170,1714580,2249710,1880790,2150860,2236690,2114970,2227470
P09382,LEG1_HUMAN,LGALS1,Galectin-1,,,,,,,,,,,372886,440841
P09486,SPRC_HUMAN,SPARC,SPARC,,,,,,,,,171774,157016,109312,176442
P09496,CLCA_HUMAN,CLTA,Clathrin light chain A,,,,,,331701,,323809,7766030,8493740,7846500,8618300
P09497,CLCB_HUMAN,CLTB,Clathrin light chain B,,,,,,,147726,,4633030,5037890,4640600,4746300
P09543,CN37_HUMAN,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",555034,759707,396548,518942,2004070,1919860,1794580,7454540,1548810,1696920,1406200,3959110
P09601,HMOX1_HUMAN,HMOX1,Heme oxygenase 1,,,,,3944910,3864850,,2475010,4568550,,2644270,
P09622,DLDH_HUMAN,DLD,"Dihydrolipoyl dehydrogenase, mitochondrial",,,,,524802,528695,609562,405076,,,,
P09651,ROA1_HUMAN,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,829283,815466,759981,680635,861094,753764,1030900,672615,689270,752150,677022,866744
P09661,RU2A_HUMAN,SNRPA1,U2 small nuclear ribonucleoprotein A',1236160,880330,977857,1039040,1008000,1117130,1087040,1133980,802714,726439,738187,707980
P09669,COX6C_HUMAN,COX6C,Cytochrome c oxidase subunit 6C,2246570,1997350,2134680,2195270,7609530,7316270,7044400,6563280,12030700,12449300,12154800,10963600
P09874,PARP1_HUMAN,PARP1,Poly [ADP-ribose] polymerase 1,3941960,4179890,3795830,4008200,5215210,4952360,5389840,4689530,5038820,4837880,4855770,4593430
P09958,FURIN_HUMAN,FURIN,Furin,,,,,949238,928598,1051770,907457,606441,472834,512876,440643
P09960,LKHA4_HUMAN,LTA4H,Leukotriene A-4 hydrolase,241234,224938,284461,,349255,365108,222858,276767,282803,331685,294633,271702
P0C0L4,CO4A_HUMAN,C4A,Complement C4-A,10654100,10202800,7655140,9483240,7491410,7524580,7886140,6790000,8222280,8872260,8987820,9309380
P0C0S5;Q71UI9,H2AV_HUMAN;H2AZ_HUMAN,H2AZ1;H2AZ2,Histone H2A.Z,404939,233001,184831,228587,322509,245530,349426,251179,312714,,283474,372009
P0CG40,SP9_HUMAN,SP9,Transcription factor Sp9,,,,,,,,,,,,1099000
P0CG47;P0CG48;P62979;P62987,RL40_HUMAN;RS27A_HUMAN;UBB_HUMAN;UBC_HUMAN,RPS27A;UBA52;UBB;UBC,Polyubiquitin-B,16941100,10732200,12840200,12927600,128748000,132866000,141960000,134710000,244395000,256927000,277392000,268859000
P0CK96,S352B_HUMAN,SLC35E2B,Solute carrier family 35 member E2B,,,,,,,,,661726,821257,730702,739870
P0DJ07,PT100_HUMAN,PET100,"Protein PET100 homolog, mitochondrial",,,,,5752860,,12145300,,,,,
P0DMV8;P0DMV9,HS71A_HUMAN;HS71B_HUMAN,HSPA1A;HSPA1B,Heat shock 70 kDa protein 1A,22025000,14265000,20857400,21135300,55307500,76313300,95890900,85468800,112064000,106409000,113445000,108371000
P0DP23;P0DP24;P0DP25,CALM1_HUMAN;CALM2_HUMAN;CALM3_HUMAN,CALM1;CALM2;CALM3,Calmodulin-1,,,,,,633876,737532,600388,,,,
P0DPB5,RPC22_HUMAN,POLR1D,"Protein POLR1D, isoform 2",3725830,2624020,2125720,2094620,2264170,2141990,2600990,2492890,2538400,3053370,2472050,2945340
P10321,HLAC_HUMAN,HLA-C,"HLA class I histocompatibility antigen, C alpha chain",,,,,973117,893379,1380950,954540,6396780,5700040,7496380,7461380
P10398,ARAF_HUMAN,ARAF,Serine/threonine-protein kinase A-Raf,,295919,226499,,2447140,2504090,2263340,1812220,1491160,1377300,1386590,1301740
P10586,PTPRF_HUMAN,PTPRF,Receptor-type tyrosine-protein phosphatase F,,,,,764468,720961,826929,600657,407141,378650,420352,408426
P10589,COT1_HUMAN,NR2F1,COUP transcription factor 1,98141.3,,,,450292,365661,494141,379982,394058,466927,383904,401468
P10599,THIO_HUMAN,TXN,Thioredoxin,5543010,5853460,7261410,7560680,25239800,23715300,24165000,23822300,24343700,25795700,23545000,20699100
P10620,MGST1_HUMAN,MGST1,Microsomal glutathione S-transferase 1,,,,,721020,895547,392630,525214,959344,236735,337584,1680550
P10644,KAP0_HUMAN,PRKAR1A,cAMP-dependent protein kinase type I-alpha regulatory subunit,,,,,772177,772237,751682,706878,943172,998369,931616,939652
P10809,CH60_HUMAN,HSPD1,"60 kDa heat shock protein, mitochondrial",8620910,6776750,6895700,5463590,56206900,59898500,60585300,62923700,29246400,30121900,26567000,26935000
P10909,CLUS_HUMAN,CLU,Clusterin,,,,,,,,,319292,292144,299945,424022
P11021,BIP_HUMAN,HSPA5,Endoplasmic reticulum chaperone BiP,61258100,55451000,51014200,56001200,133295000,132034000,161642000,140379000,257930000,233873000,257758000,265346000
P11047,LAMC1_HUMAN,LAMC1,Laminin subunit gamma-1,,,,,866647,784133,809800,546393,1400330,1632660,1475220,1221260
P11142,HSP7C_HUMAN,HSPA8,Heat shock cognate 71 kDa protein,142764000,91260600,74273200,83632100,148890000,148067000,130786000,145621000,132875000,144421000,137149000,137038000
P11166,GTR1_HUMAN,SLC2A1,"Solute carrier family 2, facilitated glucose transporter member 1",,,,,440647,559342,404399,512193,156388,119561,108904,113035
P11172,UMPS_HUMAN,UMPS,Uridine 5'-monophosphate synthase,5025080,4888740,3789700,4185790,7012400,7046800,7617350,6190460,6857560,7025120,6653260,6070020
P11177,ODPB_HUMAN,PDHB,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",381565,280473,294275,381335,1973100,1798730,2070630,1733020,1128110,1044190,1058830,1224660
P11226,MBL2_HUMAN,MBL2,Mannose-binding protein C,353283,,160908,197004,259752,,290383,243058,218331,258467,215537,193535
P11234,RALB_HUMAN,RALB,Ras-related protein Ral-B,,294469,120660,95222.7,240859,248740,330615,177474,232691,355503,212884,227428
P11274,BCR_HUMAN,BCR,Breakpoint cluster region protein,,,,,,204378,337111,186110,126327,,146540,
P11279,LAMP1_HUMAN,LAMP1,Lysosome-associated membrane glycoprotein 1,,,,,790748,504546,699529,555965,3148250,3347850,3289550,3237010
P11310,ACADM_HUMAN,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",514827,746561,801756,724405,2283740,2104230,2699210,2737100,1408530,1889130,1649540,1543170
P11387,TOP1_HUMAN,TOP1,DNA topoisomerase 1,1139260,834046,682113,1006730,1024010,1087350,2238970,998445,917927,986763,,1055510
P11388,TOP2A_HUMAN,TOP2A,DNA topoisomerase 2-alpha,56014.4,61869.1,71406.1,49736.8,68161.6,122002,116571,105697,88752.8,83554.6,69585.1,108250
P11413,G6PD_HUMAN,G6PD,Glucose-6-phosphate 1-dehydrogenase,1189780,1153280,842742,791015,1232220,1083020,1004190,1100120,1257490,957767,1124440,879948
P11498,PYC_HUMAN,PC,"Pyruvate carboxylase, mitochondrial",,,,,266824,205753,324505,320724,160378,140503,201425,244678
P11532,DMD_HUMAN,DMD,Dystrophin,378205,423587,318619,344291,660380,583987,883934,586430,561749,661938,611383,620671
P11586,C1TC_HUMAN,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic",3247360,2656450,2301410,2348660,4595830,4257640,4729250,3988840,3676370,4037670,3821070,3409470
P11717,MPRI_HUMAN,IGF2R,Cation-independent mannose-6-phosphate receptor,,243188,,,5543870,5217320,5427610,4716100,13960400,14578700,12953500,13577900
P11766,ADHX_HUMAN,ADH5,Alcohol dehydrogenase class-3,5893950,4307750,3605420,4078100,4366760,3901300,4471830,3947450,3531330,4413630,3800650,3829250
P11802,CDK4_HUMAN,CDK4,Cyclin-dependent kinase 4,,367947,453412,372630,631563,608661,708553,510508,640648,677684,588534,508330
P11940,PABP1_HUMAN,PABPC1,Polyadenylate-binding protein 1,42810700,18626800,22376000,21109300,12750000,9616280,9481090,14241600,28313000,13747300,25391900,31973100
P12004,PCNA_HUMAN,PCNA,Proliferating cell nuclear antigen,15441200,15228400,12298900,13053600,21891900,22241800,20202100,16459600,16525800,15607900,14130500,14118800
P12035,K2C3_HUMAN,KRT3,"Keratin, type II cytoskeletal 3",1759080,5390870,3579970,984569,1240520,1827910,1821040,,,509993,339372,1233590
P12081;P49590,HARS1_HUMAN;SYHM_HUMAN,HARS1;HARS2,"Histidine--tRNA ligase, cytoplasmic",143916,,81449.6,,269136,259452,274435,252975,208479,246130,222151,479179
P12109,CO6A1_HUMAN,COL6A1,Collagen alpha-1(VI) chain,,,94922,,,,,,97028.5,130134,167894,149087
P12235,ADT1_HUMAN,SLC25A4,ADP/ATP translocase 1,6029840,5602220,6043360,5918970,77619200,68840900,64300900,72972400,26042100,27870700,27275700,27469500
P12236,ADT3_HUMAN,SLC25A6,ADP/ATP translocase 3,478395,494673,723654,564324,12128600,13402800,9808450,11356700,5251460,4923420,4232710,5280920
P12259,FA5_HUMAN,F5,Coagulation factor V,,104930,,,180346,140374,,586186,62567.8,741851,1118310,
P12268,IMDH2_HUMAN,IMPDH2,Inosine-5'-monophosphate dehydrogenase 2,5190340,4861890,3983680,3925470,2835680,2824590,2899580,2578860,2424600,2568040,2377580,2421010
P12273,PIP_HUMAN,PIP,Prolactin-inducible protein,,731163,246161,399521,7060420,3511540,1974460,1944530,1758740,1029680,1049760,855306
P12277,KCRB_HUMAN,CKB,Creatine kinase B-type,,,,,,43160.2,68651,,58339.1,66317.7,58950,64715.2
P12532,KCRU_HUMAN,CKMT1A,"Creatine kinase U-type, mitochondrial",,134875,126244,,285878,262584,228848,228483,244375,318092,326335,350326
P12643,BMP2_HUMAN,BMP2,Bone morphogenetic protein 2,,,,,,,,,598783,,,
P12955,PEPD_HUMAN,PEPD,Xaa-Pro dipeptidase,,51810.1,,43616.8,59540.8,67489.1,53363.3,,59568.2,68253.9,57423.3,44935.6
P12956,XRCC6_HUMAN,XRCC6,X-ray repair cross-complementing protein 6,,,,,,392918,437509,,375030,268590,417815,314257
P13010,XRCC5_HUMAN,XRCC5,X-ray repair cross-complementing protein 5,,,,,218899,353598,447637,188006,190924,175639,211522,264192
P13073,COX41_HUMAN,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",355828,468888,,269885,5368860,5029330,5457470,4732840,4306890,4261260,4310500,3831690
P13196,HEM1_HUMAN,ALAS1,"5-aminolevulinate synthase, non-specific, mitochondrial",,,,,403009,457465,366919,,568742,696905,419442,556863
P13224,GP1BB_HUMAN,GP1BB,Platelet glycoprotein Ib beta chain,,,,,1017920,894000,1022090,1017360,2410460,2425310,2579910,2344850
P13473,LAMP2_HUMAN,LAMP2,Lysosome-associated membrane glycoprotein 2,,,,,663397,481567,683299,582584,762288,628944,810928,975439
P13497,BMP1_HUMAN,BMP1,Bone morphogenetic protein 1,131494,146603,162130,139314,344209,327804,387613,366871,468198,503520,501415,480202
P13591,NCAM1_HUMAN,NCAM1,Neural cell adhesion molecule 1,,,,,,,,,138502,179116,138783,119371
P13611,CSPG2_HUMAN,VCAN,Versican core protein,1830430,1985330,1172550,1379400,2916090,1720630,2881820,1900650,2033140,3067340,2705100,2579280
P13612,ITA4_HUMAN,ITGA4,Integrin alpha-4,,,,,718887,858312,730820,703281,1477100,1251260,1250090,1103700
P13637,AT1A3_HUMAN,ATP1A3,Sodium/potassium-transporting ATPase subunit alpha-3,,,,,581519,662936,546813,421780,543368,605498,602517,430705
P13639,EF2_HUMAN,EEF2,Elongation factor 2,8907320,9749500,8310400,8165270,18349000,17207800,17713500,16703700,14546600,14678400,13244800,13521000
P13645,K1C10_HUMAN,KRT10,"Keratin, type I cytoskeletal 10",260450000,150988000,129250000,147035000,225750000,160556000,272231000,110649000,99164100,204900000,152655000,181283000
P13646,K1C13_HUMAN,KRT13,"Keratin, type I cytoskeletal 13",4263690,,10878300,,,,,,,6791840,,
P13647,K2C5_HUMAN,KRT5,"Keratin, type II cytoskeletal 5",30067900,42837100,39596900,29775200,28922900,36230000,40825300,14845100,15067800,35340000,19424700,20217200
P13667,PDIA4_HUMAN,PDIA4,Protein disulfide-isomerase A4,1534340,984966,842731,876455,14737300,13427800,14751300,14760400,23204800,23801900,22576600,21896800
P13674,P4HA1_HUMAN,P4HA1,Prolyl 4-hydroxylase subunit alpha-1,,,,,2470160,2901670,2770740,2994070,8214920,8097600,7082690,8258760
P13747,HLAE_HUMAN,HLA-E,"HLA class I histocompatibility antigen, alpha chain E",,,,,,,,,2191270,2181610,1892950,1839680
P13796,PLSL_HUMAN,LCP1,Plastin-2,40477.8,36184.5,36697.5,21039.4,44703.9,36827,50905,33971.4,28999.7,51702.8,34836.6,33522.9
P13797,PLST_HUMAN,PLS3,Plastin-3,319673,242807,319263,231125,510687,557911,544264,466784,504916,464866,485978,433792
P13798,ACPH_HUMAN,APEH,Acylamino-acid-releasing enzyme,,,,,1920330,178781,200103,,,,,
P13804,ETFA_HUMAN,ETFA,"Electron transfer flavoprotein subunit alpha, mitochondrial",,,,,165616,162431,225575,110880,,185452,,144008
P13807,GYS1_HUMAN,GYS1,"Glycogen [starch] synthase, muscle",306404,691752,672893,748833,696379,843366,912912,701934,735912,736298,713792,638787
P13861,KAP2_HUMAN,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit,,110803,133729,126380,215279,,184026,141188,223371,227358,188398,200978
P13984,T2FB_HUMAN,GTF2F2,General transcription factor IIF subunit 2,255648,,,,261637,245669,312232,204918,233348,221555,213391,179067
P13995,MTDC_HUMAN,MTHFD2,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",1248610,1105210,1128820,1110420,2052100,1948360,2344650,1740270,1801390,1688120,1319240,1368210
P14091,CATE_HUMAN,CTSE,Cathepsin E,1035820,,,,,1313400,,,,1352670,1616550,1017990
P14314,GLU2B_HUMAN,PRKCSH,Glucosidase 2 subunit beta,,,214186,,1077730,913301,555568,581440,3610910,3514260,3214710,2852710
P14406,CX7A2_HUMAN,COX7A2,"Cytochrome c oxidase subunit 7A2, mitochondrial",289067,391984,381422,321945,4469520,4470470,5120100,4505670,2666550,1836350,1915500,1523240
P14543,NID1_HUMAN,NID1,Nidogen-1,1252060,709695,1027900,870821,1827380,2068250,1646890,1622520,2603380,2738330,2517720,2785390
P14550,AK1A1_HUMAN,AKR1A1,Aldo-keto reductase family 1 member A1,,,,,43684.8,44523.2,53105.1,,29436.3,30975.7,33277.3,40345.7
P14618,KPYM_HUMAN,PKM,Pyruvate kinase PKM,35632200,37958000,33823700,31216200,36384100,31896000,32410400,30952700,32847800,31890900,29710500,30380700
P14625,ENPL_HUMAN,HSP90B1,Endoplasmin,4491890,4833210,3908160,4895760,12854100,11972700,14792000,12575100,81319400,78976600,77334700,79959200
P14635,CCNB1_HUMAN,CCNB1,G2/mitotic-specific cyclin-B1,,,,,,,207341,,287434,236175,189677,179094
P14678;P63162,RSMB_HUMAN;RSMN_HUMAN,SNRPB;SNRPN,Small nuclear ribonucleoprotein-associated proteins B and B',522378,1209220,679569,836448,1463680,2121140,1801440,1817450,2483040,3381360,2108070,2552790
P14735,IDE_HUMAN,IDE,Insulin-degrading enzyme,84896,,85170.3,142366,179551,72331.6,122209,213073,122518,108222,163160,156325
P14866,HNRPL_HUMAN,HNRNPL,Heterogeneous nuclear ribonucleoprotein L,1208970,1401900,1300010,1097250,1249550,1107910,932027,1024190,1126400,1053860,783659,731079
P14868,SYDC_HUMAN,DARS1,"Aspartate--tRNA ligase, cytoplasmic",7695630,8441440,7426070,8487500,10076400,8972630,10713700,9627790,9710600,10548700,9628520,9599990
P14923,PLAK_HUMAN,JUP,Junction plakoglobin,344432,127049,192993,112625,289254,139207,112967,234027,332901,417535,397332,304622
P14927,QCR7_HUMAN,UQCRB,Cytochrome b-c1 complex subunit 7,,,,,15548900,13566300,11753700,14487600,,,,
P15121,ALDR_HUMAN,AKR1B1,Aldo-keto reductase family 1 member B1,1268230,1406010,1321440,1263070,1210930,1092190,1092620,1027660,1300170,1309500,1042880,1142340
P15153,RAC2_HUMAN,RAC2,Ras-related C3 botulinum toxin substrate 2,140790,135602,,121306,127920,,,112612,184372,,99880.3,
P15170,ERF3A_HUMAN,GSPT1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,6409870,5983600,5580680,5347600,5066590,5347040,4824530,5374700,4712360,4577410,4676340,4872020
P15291,B4GT1_HUMAN,B4GALT1,"Beta-1,4-galactosyltransferase 1",68214.2,86552.9,87678.8,,963336,921895,791630,699706,2086900,2294200,1905350,1762790
P15311,EZRI_HUMAN,EZR,Ezrin,437326,562094,746453,683363,757598,738783,829535,622855,585913,621439,638262,623730
P15374,UCHL3_HUMAN,UCHL3,Ubiquitin carboxyl-terminal hydrolase isozyme L3,58892.9,,,32711.6,64409.2,92923.9,79995.6,54298.7,66714.7,65837.8,101852,53012.3
P15498,VAV_HUMAN,VAV1,Proto-oncogene vav,162063,91965.1,148428,150554,168216,129297,200708,177347,148039,152352,131971,105772
P15531,NDKA_HUMAN,NME1,Nucleoside diphosphate kinase A,4009610,2367750,2225420,2401190,11693300,12172600,14191000,11515800,6916730,8001410,7482800,7750550
P15586,GNS_HUMAN,GNS,N-acetylglucosamine-6-sulfatase,,,,,27573.1,,,,125005,61502.1,51671.7,
P15692,VEGFA_HUMAN,VEGFA,"Vascular endothelial growth factor A, long form",,,,,,,,,342197,414139,363683,235322
P15735,PHKG2_HUMAN,PHKG2,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",458733,,,,6207400,6831050,6118500,5382190,2190020,2368830,2050180,1875200
P15880,RS2_HUMAN,RPS2,Small ribosomal subunit protein uS5,1285790,4945780,4845230,3490770,11537600,8191960,7603050,7361010,8406250,8232530,6378090,9250040
P15924,DESP_HUMAN,DSP,Desmoplakin,2833770,2720200,3054180,2891790,3466090,3449060,4006260,2625360,4060100,5605040,4388830,4675890
P15927,RFA2_HUMAN,RPA2,Replication protein A 32 kDa subunit,810366,,,,732981,736587,952367,820655,,738483,,694661
P16035,TIMP2_HUMAN,TIMP2,Metalloproteinase inhibitor 2,,,,,,,,,219356,,219581,143405
P16219,ACADS_HUMAN,ACADS,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",,,,,,,2628940,,,,3982210,3235970
P16260,GDC_HUMAN,SLC25A16,Solute carrier family 25 member 16,,,,,3662810,3588840,3461810,3035980,,716139,,657220
P16278,BGAL_HUMAN,GLB1,Beta-galactosidase,,,,,1228470,1152920,1197860,1224070,2380280,2761560,2461430,2391070
P16435,NCPR_HUMAN,POR,NADPH--cytochrome P450 reductase,,,,,1331160,1359630,1539250,1221780,558126,734851,635957,660957
P16615,AT2A2_HUMAN,ATP2A2,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,1741670,1524500,1475090,1331310,35107800,38031900,40245600,31958800,46035100,50001800,48000300,49807600
P17028,ZNF24_HUMAN,ZNF24,Zinc finger protein 24,,802667,,,1449480,1340720,1134560,1163570,1288940,1895450,1540310,1725890
P17036,ZNF3_HUMAN,ZNF3,Zinc finger protein 3,,,,,,,,,,,195415,
P17050,NAGAB_HUMAN,NAGA,Alpha-N-acetylgalactosaminidase,,,,,,,213141,167119,296401,260081,336205,313097
P17066,HSP76_HUMAN,HSPA6,Heat shock 70 kDa protein 6,2384500,2907440,3607560,3404350,18317600,18729100,20425600,20895200,20533200,28176200,22626300,27298100
P17152,TMM11_HUMAN,TMEM11,"Transmembrane protein 11, mitochondrial",868420,443238,571545,377123,6916060,5987210,5559290,5601090,8000240,7947500,7340500,6663960
P17302,CXA1_HUMAN,GJA1,Gap junction alpha-1 protein,,,,,879563,820040,697253,501228,2930840,3056730,3146770,3201080
P17482,HXB9_HUMAN,HOXB9,Homeobox protein Hox-B9,188337,110796,137164,188236,174198,131700,259404,198606,174404,100777,144181,141985
P17706,PTN2_HUMAN,PTPN2,Tyrosine-protein phosphatase non-receptor type 2,280011,348029,274871,409297,622508,617883,459734,558671,310919,367918,381183,372232
P17812,PYRG1_HUMAN,CTPS1,CTP synthase 1,2023560,1947480,1726120,1606210,3183720,3213350,3272300,2911320,3101590,2708990,2897510,3069420
P17844,DDX5_HUMAN,DDX5,Probable ATP-dependent RNA helicase DDX5,14122000,13970200,12341900,12281400,18137000,15234800,17581500,15786100,16796900,16455000,15449500,16648500
P17858,PFKAL_HUMAN,PFKL,"ATP-dependent 6-phosphofructokinase, liver type",1738890,1358560,1215020,938124,2951000,1791830,3485440,2466480,1970340,2613650,2084330,2221900
P17931,LEG3_HUMAN,LGALS3,Galectin-3,400854,280544,258853,279053,318844,315404,310119,250521,302807,266725,317300,289638
P17948,VGFR1_HUMAN,FLT1,Vascular endothelial growth factor receptor 1,,,,,1476510,1422850,1540330,1142840,1695700,1498030,1466660,1576250
P17980,PRS6A_HUMAN,PSMC3,26S proteasome regulatory subunit 6A,4771150,4378750,4516620,4557280,4927780,4668180,4825310,3978240,5711980,5855540,5836010,5226650
P17987,TCPA_HUMAN,TCP1,T-complex protein 1 subunit alpha,4105140,4568350,4649380,4243870,18842600,19016200,17354600,17357300,11051400,10697200,11128400,10351600
P18031,PTN1_HUMAN,PTPN1,Tyrosine-protein phosphatase non-receptor type 1,,,,,707664,983165,799010,1085570,554100,699381,651447,629395
P18065,IBP2_HUMAN,IGFBP2,Insulin-like growth factor-binding protein 2,,,,,,,,,435674,688038,649016,349096
P18074,ERCC2_HUMAN,ERCC2,General transcription and DNA repair factor IIH helicase subunit XPD,394187,348086,374434,268658,1192780,1050220,1088380,1007840,757863,772539,660946,573153
P18085,ARF4_HUMAN,ARF4,ADP-ribosylation factor 4,14388400,27587500,14673800,13982800,51448600,42472400,35692300,45578000,22201500,22086800,23781500,24697600
P18124,RL7_HUMAN,RPL7,Large ribosomal subunit protein uL30,2754450,5220740,4031790,4401950,7094350,6437230,7855510,4650190,5577170,7041440,6150680,6064790
P18440,ARY1_HUMAN,NAT1,Arylamine N-acetyltransferase 1,,,,,95508.9,80247.2,79150.6,93793.2,63443.4,73127.3,48245.1,
P18583,SON_HUMAN,SON,Protein SON,635081,407942,456187,497993,952400,795284,950724,759040,1059620,1204610,1051240,1051740
P18615,NELFE_HUMAN,NELFE,Negative elongation factor E,,,,,,,224355,,,363281,200969,341578
P18621,RL17_HUMAN,RPL17,Large ribosomal subunit protein uL22,5233440,5107730,4386730,4582330,10433500,8530750,10875400,9446120,8485910,9027800,8034520,7944110
P18754,RCC1_HUMAN,RCC1,Regulator of chromosome condensation,140223,198367,221993,205466,313394,277943,294733,270827,247260,284769,254408,253124
P18850,ATF6A_HUMAN,ATF6,Cyclic AMP-dependent transcription factor ATF-6 alpha,,,,,161395,439328,427664,313918,852696,859264,778617,846685
P18858,DNLI1_HUMAN,LIG1,DNA ligase 1,544723,456416,434243,380810,368403,431124,526166,590140,547185,444221,293807,444587
P18887,XRCC1_HUMAN,XRCC1,DNA repair protein XRCC1,173205,168618,,157051,,302376,283196,241019,516732,527218,456050,420996
